1	NaN
2	NaN
3	NaN
4	NaN
5	NaN
6	NaN
7	9.63519228067392
8	19.3541510332496
9	25.7160710690442
10	30.874197971308
11	35.3620155929538
12	39.4117330447822
13	43.1493390461364
14	46.6523145299724
15	49.9724025158045
16	53.1462592450814
17	56.201043801959
18	59.1576077392807
19	62.0324356930647
20	64.8388877669749
21	67.5880287599936
22	70.2892013534216
23	72.9504344397412
24	75.5787418559463
25	78.1803462801987
26	80.7608508736583
27	83.3253737679592
28	85.8786557667335
29	88.4251485616426
30	90.9690887335311
31	93.5145614455617
32	96.06555681086
33	98.6260212914522
34	101.199906069513
35	103.791214070415
36	106.404047175644
37	109.042655123118
38	111.711487645038
39	114.415251540997
40	117.158974638193
41	119.948078973783
42	122.788466083282
43	125.686618049547
44	128.649719043681
45	131.685803599184
46	134.803939996727
47	138.014460196096
48	141.329252200055
49	144.762137317923
50	148.329364736999
51	152.050271165067
52	155.948177643282
53	160.051635338637
54	164.396199109967
55	169.027025042252
56	174.002803277105
57	179.401952960173
58	185.332860784162
59	191.951843699515
